Epoch,Learning Rate,Rho,Dev Fscore overall,Dev Fscore seen,Dev Fscore unseen,Topic Fscore,Train Fscore overall,Train Fscore seen,Train Fscore unseen
0,0.001,0.0,0.5645974071402025,0.5645974071402025,0.0,0.0,0.4535750550165537,0.5597969939086204,0.0
1,0.001,0.0,0.5564760821125492,0.5564760821125492,0.0,0.08114035087719297,0.5340719976092831,0.5584841844301304,0.0
2,0.001,0.0,0.551811304975862,0.551811304975862,0.0,0.24709976798143854,0.48317052035423746,0.548892616577693,0.0
3,0.001,0.0,0.5489757802144837,0.5489757802144837,0.0,0.44900177534957114,0.4657518690183977,0.5487654834869834,0.0
4,0.001,0.0,0.5645974071402025,0.5645974071402025,0.0,0.6226051822663634,0.47183303126020587,0.5597969939086204,0.0
5,0.001,0.0,0.5656974604343026,0.5656974604343026,0.0,0.6824926122533301,0.4870442310803369,0.5632809813137682,0.0
6,0.001,0.0,0.5689406865438561,0.5689406865438561,0.0,0.6821488750123896,0.49051275401925876,0.5635008881847424,0.0
7,0.001,0.0,0.5268752137651609,0.5268752137651609,0.0,0.6976714438676883,0.47021059905548457,0.5293231579472442,0.0
8,0.001,0.0,0.5610209384074585,0.5610209384074585,0.0,0.7216056006949767,0.5293257364954453,0.5656055946450075,0.0
9,0.001,0.0,0.5690367818919917,0.5690367818919917,0.0,0.7252476034108362,0.5193010768181513,0.5712530079032623,0.0
10,0.001,0.0,0.5556928879516307,0.5556928879516307,0.0,0.7268481621435934,0.5163776407087988,0.5572178549624901,0.0
11,0.001,0.0,0.5871150183713907,0.5871150183713907,0.0,0.7386274329293996,0.5338690484724233,0.5813261711523092,0.0
12,0.001,0.0,0.5982864957984297,0.5982864957984297,0.0,0.7524032507700815,0.5064843990467758,0.5857061940924099,0.0
13,0.001,0.0,0.5911064790689595,0.5911064790689595,0.0,0.751123994230965,0.51561098635641,0.5936606892687027,0.0
14,0.001,0.0,0.5912394849318052,0.5912394849318052,0.0,0.7567660229081824,0.46125893814169006,0.6085140119652737,0.0
15,0.001,0.0,0.631493992122451,0.631493992122451,0.0,0.750191223228748,0.4685489028662704,0.6247906617624015,0.0
16,0.001,0.0,0.5844275273634937,0.5844275273634937,0.0,0.7557357483152642,0.4656229717738859,0.5959937058513354,0.0
17,0.001,0.0,0.6177664662895664,0.6177664662895664,0.0,0.7597020000995776,0.4766220882830088,0.6343168224086955,0.0
18,0.001,0.0,0.647545109464845,0.647545109464845,0.0,0.7496182225125563,0.48472181648272744,0.6510118222373784,0.0
19,0.001,0.0,0.642731550912758,0.642731550912758,0.0,0.7651640745759707,0.4959758774986881,0.6465049527541746,0.0
20,0.001,0.0,0.6535931174089069,0.6535931174089069,0.0,0.7639452034223001,0.49791202834579695,0.6514481784982924,0.0
21,0.001,0.0,0.6642579481617782,0.6642579481617782,0.0,0.7518961177244785,0.5056863997522476,0.6829392792418161,0.0
22,0.001,0.0,0.6707628585801175,0.6707628585801175,0.0,0.7294021756167905,0.5490008972451379,0.685819533484282,0.0
23,0.001,0.0,0.6590695488721805,0.6590695488721805,0.0,0.7780759468716887,0.5441324775943848,0.6735763798126254,0.0
24,0.001,0.0,0.6167180950163018,0.6167180950163018,0.0,0.7536086590457343,0.522649191123114,0.6480446048984676,0.0
25,0.001,0.0,0.6487792534807939,0.6487792534807939,0.0,0.7720087551229617,0.5367867436691023,0.6763334347987378,0.0
26,0.001,0.0,0.6643513261160321,0.6643513261160321,0.0,0.7735825772643303,0.5431536181914384,0.6788377697952166,0.0
27,0.001,0.0,0.6816977225672878,0.6816977225672878,0.0,0.7603007578658438,0.5802057090575713,0.7180778138026864,0.0
28,0.001,0.0,0.6563384752110708,0.6563384752110708,0.0,0.7841079716079715,0.5480652374966992,0.6930855619879375,0.0
29,0.001,0.0,0.6625987078248385,0.6625987078248385,0.0,0.7870002594412043,0.5455099692705973,0.7055563427803613,0.0
30,0.001,0.0,0.6846063960639606,0.6846063960639606,0.0,0.7789648234028967,0.5748207023595969,0.7238892529689318,0.0
31,0.001,0.0,0.675185723514212,0.675185723514212,0.0,0.7802245551622111,0.5962397490791569,0.7198147401612875,0.0
32,0.001,0.0,0.660140562248996,0.660140562248996,0.0,0.7706787306905591,0.5545910957962397,0.6790826399382899,0.0
33,0.001,0.0,0.6772232618568006,0.6772232618568006,0.0,0.776747416615873,0.5707285328984508,0.715504761698959,0.0
34,0.001,0.0,0.6882001639408251,0.6882001639408251,0.0,0.7851022987967602,0.6011622534520416,0.7408638391890137,0.0
35,0.001,0.0,0.6583233373317341,0.6583233373317341,0.0,0.786827322772722,0.5780821833390166,0.7241494047586929,0.0
36,0.001,0.0,0.6699028508939244,0.6699028508939244,0.0,0.7775954040090216,0.5985046176494805,0.7289768910379137,0.0
37,0.001,0.0,0.6954171833675362,0.6954171833675362,0.0,0.7909321185225912,0.6150028111603064,0.7445462021143898,0.0
38,0.001,0.0,0.6629094029793393,0.6629094029793393,0.0,0.7857058031015942,0.5880155946418459,0.7507431878466362,0.0
39,0.001,0.0,0.6609470138618991,0.6609470138618991,0.0,0.7915241915112532,0.564082897875207,0.7293188864043145,0.0
40,0.001,0.0,0.6843813437486503,0.6843813437486503,0.0,0.7899399776791025,0.5949770605062882,0.7772942155263038,0.0
41,0.001,0.0,0.6820592262526398,0.6820592262526398,0.0,0.7859442882698697,0.5901980372568608,0.7627255275579063,0.0
42,0.001,0.0,0.6842915697352387,0.6842915697352387,0.0,0.7872551090457833,0.6184831936572734,0.7858726077054352,0.0
43,0.001,0.0,0.6904467501747218,0.6904467501747218,0.0,0.7940032005646623,0.603176683505415,0.7806267561090002,0.0
44,0.001,0.0,0.6926966484073387,0.6926966484073387,0.0,0.7965486969699269,0.6036911562618457,0.7885166827248562,0.0
45,0.001,0.0,0.6851593679951888,0.6851593679951888,0.0,0.7914764435381674,0.6230548102161192,0.7854618671926363,0.0
46,0.001,0.0,0.6812730627306272,0.6812730627306272,0.0,0.7887962678412894,0.6000779596537034,0.7726062798811215,0.0
47,0.001,0.0,0.6731366459627329,0.6731366459627329,0.0,0.7725805312591427,0.6314818718381112,0.8235907048776436,0.0
48,0.001,0.0,0.6897690601048809,0.6897690601048809,0.0,0.7949081224922603,0.6517441055606019,0.8045619809233671,0.0
49,0.001,0.0,0.7032650448143405,0.7032650448143405,0.0,0.8090152745779882,0.6705715091723043,0.8349841488514143,0.0
50,0.001,0.0,0.6932481626485336,0.6932481626485336,0.0,0.7864022089242659,0.6465398580592225,0.8288760146391789,0.0
51,0.0009764540896763106,0.069885890316429,0.6906354515050167,0.6906354515050167,0.0,0.7754444173195145,0.6396541021918665,0.8295709977440284,0.0
52,0.0009554427922043668,0.1390924478784581,0.6667132736763609,0.6667132736763609,0.0,0.7583563603059948,0.676841416369679,0.8459556790416053,0.0
53,0.0009365137582048804,0.2069664997294527,0.6055548110426159,0.6055548110426159,0.0,0.0,0.5892219121248419,0.7275502216503598,0.0
54,0.0009193227152249185,0.2729050805631328,0.6434173244282534,0.6434173244282534,0.0,0.28591485226309366,0.5458630503360307,0.7229170643821887,0.0
55,0.0009036020036098449,0.3363755443363323,0.6544380587484037,0.6544380587484037,0.0,0.1617937960567789,0.5876968829723739,0.7101367103801174,0.0
56,0.0008891397050194615,0.3969304320050775,0.6722017005854475,0.6722017005854475,0.0,0.27515570948223317,0.664228037093635,0.7262118932299094,0.0
57,0.0008757653731721587,0.4542164326822591,0.6477154624889334,0.6477154624889334,0.0,0.23219472522365517,0.6407640260084113,0.7570776551359075,0.0
58,0.0008633400213704505,0.5079774328978963,0.6505488958990535,0.6505488958990535,0.0,0.2200680753360918,0.6290899297309209,0.7746552061585432,0.0
59,0.0008517489360780039,0.5580522155596244,0.6655518394648829,0.6655518394648829,0.0,0.44226343395418544,0.6950755060292496,0.810988152972753,0.0
